,datetime,open,close,high,low,volume
0,2020-10-26 13:30:00-05:00,0.94,0.94,0.94,0.94,0
1,2020-10-26 13:35:00-05:00,0.01,1.65,1.93,0.01,0
2,2020-10-26 13:40:00-05:00,1.65,1.5,1.65,1.5,0
3,2020-10-26 13:45:00-05:00,1.5,1.51,1.51,1.5,0
4,2020-10-26 13:50:00-05:00,1.51,1.52,1.52,1.51,0
5,2020-10-26 13:55:00-05:00,1.53,1.54,1.55,1.52,0
6,2020-10-26 14:00:00-05:00,1.55,1.5,1.55,1.49,0
7,2020-10-26 14:05:00-05:00,1.5,1.58,1.59,1.5,0
8,2020-10-26 14:10:00-05:00,1.58,1.59,1.6,1.58,0
9,2020-10-26 14:15:00-05:00,1.59,1.56,1.59,1.56,0
10,2020-10-26 14:20:00-05:00,1.56,1.58,1.59,1.54,0
11,2020-10-26 14:25:00-05:00,1.58,1.57,1.59,1.57,0
12,2020-10-26 14:30:00-05:00,1.57,1.54,1.57,1.54,0
13,2020-10-26 14:35:00-05:00,1.54,1.51,1.54,1.51,0
14,2020-10-26 14:40:00-05:00,1.51,1.47,1.51,1.47,0
15,2020-10-26 14:45:00-05:00,1.46,1.4,1.46,1.37,0
16,2020-10-26 14:50:00-05:00,1.4,1.39,1.4,1.39,0
17,2020-10-26 14:55:00-05:00,1.39,1.39,1.43,1.36,0
18,2020-10-26 15:00:00-05:00,1.39,1.39,1.39,1.39,0
19,2020-10-26 15:05:00-05:00,1.39,1.38,1.39,1.38,0
20,2020-10-26 15:10:00-05:00,1.38,1.24,1.39,1.24,0
21,2020-10-26 15:15:00-05:00,1.24,1.24,1.25,1.24,0
22,2020-10-26 15:20:00-05:00,1.24,1.24,1.25,1.24,0
23,2020-10-26 15:25:00-05:00,1.24,1.43,1.43,1.24,0
24,2020-10-26 15:30:00-05:00,1.43,1.41,1.43,1.41,0
25,2020-10-26 15:35:00-05:00,1.41,1.39,1.41,1.39,0
26,2020-10-26 15:40:00-05:00,1.39,1.38,1.39,1.38,0
27,2020-10-26 15:45:00-05:00,1.38,1.38,1.39,1.38,0
28,2020-10-26 15:50:00-05:00,1.38,1.32,1.38,1.32,0
29,2020-10-26 15:55:00-05:00,1.32,1.33,1.33,1.32,0
30,2020-10-26 16:00:00-05:00,1.33,1.37,1.38,1.33,0
