,datetime,open,close,high,low,volume
0,2020-10-26 13:30:00-05:00,4.33,4.33,4.33,4.33,0
1,2020-10-26 13:35:00-05:00,4.33,4.55,4.6,4.3,0
2,2020-10-26 13:40:00-05:00,4.55,4.7,4.7,4.55,0
3,2020-10-26 13:45:00-05:00,4.7,4.9,4.9,4.7,0
4,2020-10-26 13:50:00-05:00,4.9,4.9,4.9,4.9,0
5,2020-10-26 13:55:00-05:00,4.9,5.2,5.25,4.9,0
6,2020-10-26 14:00:00-05:00,5.2,5.2,5.3,5.15,0
7,2020-10-26 14:05:00-05:00,5.2,5.05,5.2,5.05,0
8,2020-10-26 14:10:00-05:00,5.05,5.0,5.05,5.0,0
9,2020-10-26 14:15:00-05:00,5.0,4.9,5.0,4.85,0
10,2020-10-26 14:20:00-05:00,4.9,4.9,5.05,4.9,0
11,2020-10-26 14:25:00-05:00,4.9,4.75,4.9,4.7,0
12,2020-10-26 14:30:00-05:00,4.75,4.65,4.75,4.5,0
13,2020-10-26 14:35:00-05:00,4.65,4.75,4.75,4.55,0
14,2020-10-26 14:40:00-05:00,4.75,4.85,4.95,4.75,0
15,2020-10-26 14:45:00-05:00,4.85,4.8,4.95,4.8,0
16,2020-10-26 14:50:00-05:00,4.8,4.85,4.85,4.75,0
17,2020-10-26 14:55:00-05:00,4.9,4.8,4.95,4.8,0
18,2020-10-26 15:00:00-05:00,4.8,4.6,4.8,4.55,0
19,2020-10-26 15:05:00-05:00,4.65,4.6,4.65,4.5,0
20,2020-10-26 15:10:00-05:00,4.6,4.55,4.65,4.5,0
21,2020-10-26 15:15:00-05:00,4.55,4.35,4.6,4.25,0
22,2020-10-26 15:20:00-05:00,4.35,4.5,4.6,4.35,0
23,2020-10-26 15:25:00-05:00,4.5,4.45,4.65,4.45,0
24,2020-10-26 15:30:00-05:00,4.45,4.4,4.45,4.35,0
25,2020-10-26 15:35:00-05:00,4.4,4.45,4.5,4.4,0
26,2020-10-26 15:40:00-05:00,4.45,4.45,4.45,4.4,0
27,2020-10-26 15:45:00-05:00,4.45,4.45,4.45,4.45,0
28,2020-10-26 15:50:00-05:00,4.45,4.5,4.6,4.45,0
29,2020-10-26 15:55:00-05:00,4.5,4.5,4.6,4.5,0
30,2020-10-26 16:00:00-05:00,4.5,4.5,4.55,4.5,0
31,2020-10-26 16:05:00-05:00,4.55,4.55,4.6,4.5,0
32,2020-10-26 16:10:00-05:00,4.55,4.55,4.6,4.55,0
