,datetime,open,close,high,low,volume
0,2020-10-26 13:30:00-05:00,3.33,3.33,3.33,3.33,0
1,2020-10-26 13:35:00-05:00,3.33,3.38,3.38,3.33,0
2,2020-10-26 13:40:00-05:00,3.38,3.35,3.38,3.35,0
3,2020-10-26 13:45:00-05:00,3.35,3.35,3.35,3.35,0
4,2020-10-26 13:50:00-05:00,3.35,3.35,3.35,3.35,0
5,2020-10-26 13:55:00-05:00,3.35,3.35,3.35,3.35,0
6,2020-10-26 14:00:00-05:00,3.35,3.35,3.35,3.35,0
7,2020-10-26 14:05:00-05:00,3.35,3.35,3.35,3.35,0
8,2020-10-26 14:10:00-05:00,3.35,3.35,3.35,3.35,0
9,2020-10-26 14:15:00-05:00,3.35,3.35,3.35,3.35,0
10,2020-10-26 14:20:00-05:00,3.35,3.35,3.35,3.35,0
11,2020-10-26 14:25:00-05:00,3.35,3.35,3.35,3.35,0
12,2020-10-26 14:30:00-05:00,3.35,3.35,3.35,3.35,0
13,2020-10-26 14:35:00-05:00,3.35,3.4,3.4,3.35,0
14,2020-10-26 14:40:00-05:00,3.4,3.4,3.4,3.4,0
15,2020-10-26 14:45:00-05:00,3.4,3.4,3.4,3.4,0
16,2020-10-26 14:50:00-05:00,3.4,3.4,3.4,3.4,0
17,2020-10-26 14:55:00-05:00,3.4,3.4,3.4,3.4,0
18,2020-10-26 15:00:00-05:00,3.4,3.4,3.4,3.4,0
19,2020-10-26 15:05:00-05:00,3.4,3.4,3.4,3.4,0
20,2020-10-26 15:10:00-05:00,3.4,3.4,3.4,3.4,0
21,2020-10-26 15:15:00-05:00,3.4,3.43,3.43,3.4,0
22,2020-10-26 15:20:00-05:00,3.43,3.43,3.43,3.43,0
23,2020-10-26 15:25:00-05:00,3.43,3.43,3.43,3.43,0
24,2020-10-26 15:30:00-05:00,3.43,3.43,3.43,3.43,0
25,2020-10-26 15:35:00-05:00,3.43,3.4,3.43,3.4,0
26,2020-10-26 15:40:00-05:00,3.4,3.4,3.4,3.4,0
27,2020-10-26 15:45:00-05:00,3.4,3.4,3.4,3.4,0
28,2020-10-26 15:50:00-05:00,3.4,3.4,3.4,3.4,0
29,2020-10-26 15:55:00-05:00,3.4,3.45,3.45,3.4,0
30,2020-10-26 16:00:00-05:00,3.45,3.45,3.45,3.45,0
31,2020-10-26 16:05:00-05:00,3.45,3.45,3.45,3.45,0
32,2020-10-26 16:10:00-05:00,3.45,3.45,3.45,3.45,0
33,2020-10-26 16:15:00-05:00,3.45,3.45,3.45,3.45,0
34,2020-10-26 16:20:00-05:00,3.45,3.45,3.45,3.45,0
35,2020-10-26 16:25:00-05:00,3.45,3.45,3.45,3.45,0
36,2020-10-26 16:30:00-05:00,3.45,3.45,3.45,3.45,0
37,2020-10-26 16:35:00-05:00,3.45,3.45,3.45,3.45,0
38,2020-10-26 16:40:00-05:00,3.45,3.45,3.45,3.45,0
39,2020-10-26 16:45:00-05:00,3.45,3.45,3.45,3.45,0
40,2020-10-26 16:50:00-05:00,3.45,3.45,3.45,3.45,0
41,2020-10-26 16:55:00-05:00,3.45,3.45,3.45,3.45,0
42,2020-10-26 17:00:00-05:00,3.45,3.45,3.45,3.45,0
43,2020-10-26 17:05:00-05:00,3.45,3.45,3.45,3.45,0
44,2020-10-26 17:10:00-05:00,3.45,3.45,3.45,3.45,0
45,2020-10-26 17:15:00-05:00,3.45,3.45,3.45,3.45,0
46,2020-10-26 17:20:00-05:00,3.45,3.45,3.45,3.45,0
47,2020-10-26 17:25:00-05:00,3.45,3.5,3.5,3.45,0
48,2020-10-26 17:30:00-05:00,3.5,3.5,3.5,3.48,0
49,2020-10-26 17:35:00-05:00,3.5,3.48,3.53,3.48,0
50,2020-10-26 17:40:00-05:00,3.48,3.48,3.48,3.48,0
51,2020-10-26 17:45:00-05:00,3.48,3.48,3.48,3.48,0
